"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Udp","2","70894","110","-1","137","-1","750553000","16","2156","134.0","0.12121212121212122","false"
"Udp","2","70894","66","-1","5355","-1","2454482000","17","1125","66.0","2.125","false"
"Icmp","2","70894","98","-1","-1","-1","1001020000","93","9114","98.0","0.6","false"
"Icmp","2","70894","98","-1","-1","-1","1001032000","93","9114","98.0","0.6","false"
"Udp","2","70894","66","-1","5355","-1","99741000","18","1191","66.0","2.25","false"
"Udp","2","70894","110","-1","137","-1","750110000","28","2810","100.0","0.24347826086956523","false"
"Udp","2","70894","175","-1","1900","-1","401329000","39","6747","173.0","0.2565789473684211","false"
"Udp","2","70894","92","-1","137","-1","143753000","29","2902","100.0","0.25217391304347825","false"
"Udp","2","70894","110","-1","137","-1","750305000","17","2266","133.0","0.12878787878787878","false"
"Udp","2","70894","218","-1","138","-1","607389000","30","3120","104.0","0.2608695652173913","false"
"Udp","2","70894","243","-1","138","-1","31608000","31","3363","108.0","0.26956521739130435","false"
"Udp","2","70894","92","-1","137","-1","110255000","32","3455","107.0","0.2782608695652174","false"
"Icmp","2","70894","98","-1","-1","-1","1000971000","94","9212","98.0","0.6064516129032258","false"
"Icmp","2","70894","98","-1","-1","-1","1000955000","94","9212","98.0","0.6064516129032258","false"
"Udp","2","70894","110","-1","137","-1","750499000","18","2376","132.0","0.13636363636363635","false"
"Udp","2","70894","92","-1","137","-1","750108000","33","3547","107.0","0.28695652173913044","false"
"Icmp","2","70901","98","-1","-1","-1","1001163000","95","9310","98.0","0.5864197530864198","false"
"Icmp","2","70901","98","-1","-1","-1","1001178000","95","9310","98.0","0.5864197530864198","false"
"Udp","2","70901","110","-1","137","-1","750519000","19","2486","130.0","0.1366906474820144","false"
"Udp","2","70901","175","-1","1900","-1","2039162000","40","6922","173.0","0.25157232704402516","false"
"Udp","2","70901","165","-1","1900","-1","25138000","41","7087","172.0","0.2578616352201258","false"
"Udp","2","70901","165","-1","1900","-1","25008000","42","7252","172.0","0.2641509433962264","false"
"Udp","2","70901","64","-1","5355","-1","2260614000","19","1255","66.0","1.1875","false"
"Udp","2","70901","165","-1","1900","-1","24985000","43","7417","172.0","0.27044025157232704","false"
"Udp","2","70901","165","-1","1900","-1","25051000","44","7582","172.0","0.27672955974842767","false"
"Udp","2","70901","218","-1","138","-1","608177000","34","3765","110.0","0.2764227642276423","false"
"Udp","2","70902","165","-1","1900","-1","25092000","45","7747","172.0","0.2830188679245283","false"
"Udp","2","70902","165","-1","1900","-1","24962000","46","7912","172.0","0.2893081761006289","false"
"Udp","2","70902","64","-1","5355","-1","100517000","20","1319","65.0","1.25","false"
"Udp","2","70902","165","-1","1900","-1","24977000","47","8077","171.0","0.29375","false"
"Udp","2","70902","175","-1","1900","-1","24939000","48","8252","171.0","0.3","false"
"Udp","2","70902","175","-1","1900","-1","949000","49","8427","171.0","0.30625","false"
"Udp","2","70902","342","-1","67","-1","3428017000","6","1752","292.0","0.04316546762589928","false"
"Udp","2","70902","92","-1","137","-1","253704000","35","3857","110.0","0.2845528455284553","false"
"Udp","2","70902","175","-1","1900","-1","358254000","50","8602","172.0","0.3125","false"
"Udp","2","70902","175","-1","1900","-1","176000","51","8777","172.0","0.31875","false"
"Udp","2","70902","221","-1","138","-1","750812000","20","2707","135.0","0.14285714285714285","false"
"Udp","2","70902","243","-1","138","-1","2644000","21","2950","140.0","0.15","false"
"Icmp","2","70902","98","-1","-1","-1","1001098000","96","9408","98.0","0.5925925925925926","false"
"Icmp","2","70902","98","-1","-1","-1","1001102000","96","9408","98.0","0.5925925925925926","false"
"Udp","2","70902","175","-1","1900","-1","401586000","52","8952","172.0","0.325","false"
"Udp","2","70902","92","-1","137","-1","749238000","36","3949","109.0","0.2926829268292683","false"
"Udp","2","70902","218","-1","138","-1","497135000","37","4167","112.0","0.3008130081300813","false"
"Icmp","2","70902","98","-1","-1","-1","1001106000","97","9506","98.0","0.5987654320987654","false"
"Icmp","2","70902","98","-1","-1","-1","1001104000","97","9506","98.0","0.5987654320987654","false"
"Udp","2","70902","92","-1","137","-1","252868000","38","4259","112.0","0.3089430894308943","false"
"Udp","2","70902","221","-1","138","-1","1497092000","22","3171","144.0","0.15714285714285714","false"
"Icmp","2","70902","98","-1","-1","-1","1001019000","98","9604","98.0","0.6049382716049383","false"
"Icmp","2","70902","98","-1","-1","-1","1001019000","98","9604","98.0","0.6049382716049383","false"
"Udp","2","70902","218","-1","138","-1","1247246000","39","4477","114.0","0.3170731707317073","false"
"Udp","2","70902","175","-1","1900","-1","2240012000","53","9127","172.0","0.33125","false"
"Udp","2","70902","221","-1","138","-1","1499983000","23","3392","147.0","0.16428571428571428","false"
"Icmp","2","70902","98","-1","-1","-1","1001978000","99","9702","98.0","0.6111111111111112","false"
"Icmp","2","70902","98","-1","-1","-1","1001973000","99","9702","98.0","0.6111111111111112","false"
"Udp","2","70902","230","-1","138","-1","1500100000","40","4707","117.0","0.3252032520325203","false"
"Icmp","2","70902","98","-1","-1","-1","1003112000","100","9800","98.0","0.6172839506172839","false"
"Icmp","2","70902","98","-1","-1","-1","1003112000","100","9800","98.0","0.6172839506172839","false"
"Udp","2","70902","221","-1","138","-1","1499989000","24","3613","150.0","0.17142857142857143","false"
"Udp","2","70902","230","-1","138","-1","1000143000","41","4937","120.0","0.3333333333333333","false"
"Icmp","2","70902","98","-1","-1","-1","1002253000","101","9898","98.0","0.6196319018404908","false"
"Icmp","2","70902","98","-1","-1","-1","1002251000","101","9898","98.0","0.6196319018404908","false"
"Udp","2","70902","66","-1","5355","-1","5668282000","21","1385","65.0","1.3125","false"
"Udp","2","70902","64","-1","5355","-1","50889000","22","1449","65.0","1.375","false"
"Udp","2","70902","66","-1","5355","-1","49257000","23","1515","65.0","1.4375","false"
"Udp","2","70902","64","-1","5355","-1","50874000","24","1579","65.0","1.5","false"
"Udp","2","70902","92","-1","137","-1","926734000","25","3705","148.0","0.17857142857142858","false"
"Udp","2","70902","66","-1","5355","-1","79365000","25","1645","65.0","1.5625","false"
"Udp","2","70902","243","-1","138","-1","0","1","243","243.0","0.5","false"
"Udp","2","70902","92","-1","137","-1","521620000","42","5029","119.0","0.34146341463414637","false"
"Udp","2","70902","92","-1","137","-1","51282000","43","5121","119.0","0.34959349593495936","false"
"Udp","2","70902","66","-1","5355","-1","410544000","26","1711","65.0","1.625","false"
"Udp","2","70902","230","-1","138","-1","427079000","44","5351","121.0","0.35772357723577236","false"
"Udp","2","70902","233","-1","138","-1","573257000","26","3938","151.0","0.18571428571428572","false"
"Icmp","2","70902","98","-1","-1","-1","1001851000","102","9996","98.0","0.6257668711656442","false"
"Icmp","2","70902","98","-1","-1","-1","1001849000","102","9996","98.0","0.6257668711656442","false"
"Udp","2","70902","92","-1","137","-1","181104000","27","4030","149.0","0.19285714285714287","false"
"Udp","2","70902","92","-1","137","-1","270986000","45","5443","120.0","0.36585365853658536","false"
"Udp","2","70902","92","-1","137","-1","52016000","46","5535","120.0","0.37398373983739835","false"
"Udp","2","70902","92","-1","137","-1","661789000","28","4122","147.0","0.2","false"
"Udp","2","70911","64","-1","5355","-1","1005556000","27","1775","65.0","1.0384615384615385","false"
"Udp","2","70911","92","-1","137","-1","88736000","29","4214","145.0","0.19463087248322147","false"
"Udp","2","70911","230","-1","138","-1","677020000","47","5765","122.0","0.3533834586466165","false"
"Udp","2","70911","92","-1","137","-1","21002000","48","5857","122.0","0.3609022556390977","false"
"Udp","2","70911","233","-1","138","-1","69070000","30","4447","148.0","0.20134228187919462","false"
"Udp","2","70911","92","-1","137","-1","51900000","49","5949","121.0","0.3684210526315789","false"
"Icmp","2","70911","98","-1","-1","-1","1001133000","103","10094","98.0","0.5988372093023255","false"
"Icmp","2","70911","98","-1","-1","-1","1001141000","103","10094","98.0","0.5988372093023255","false"
"Udp","2","70911","64","-1","5355","-1","410623000","28","1839","65.0","1.0769230769230769","false"
"Udp","2","70911","92","-1","137","-1","592526000","31","4539","146.0","0.2080536912751678","false"
"Udp","2","70912","342","-1","67","-1","7993531000","7","2094","299.0","0.04697986577181208","false"
"Udp","2","70912","110","-1","137","-1","927468000","50","6059","121.0","0.37593984962406013","false"
"Udp","2","70912","233","-1","138","-1","408321000","32","4772","149.0","0.21476510067114093","false"
"Icmp","2","70912","98","-1","-1","-1","1001096000","104","10192","98.0","0.6046511627906976","false"
"Icmp","2","70912","98","-1","-1","-1","1001085000","104","10192","98.0","0.6046511627906976","false"
"Udp","2","70912","92","-1","137","-1","342145000","33","4864","147.0","0.2214765100671141","false"
"Udp","2","70912","110","-1","137","-1","749725000","51","6169","120.0","0.38345864661654133","false"
"Udp","2","70912","233","-1","138","-1","658509000","34","5097","149.0","0.22818791946308725","false"
"Icmp","2","70912","98","-1","-1","-1","1001023000","105","10290","98.0","0.6104651162790697","false"
"Icmp","2","70912","98","-1","-1","-1","1001030000","105","10290","98.0","0.6104651162790697","false"
"Udp","2","70912","110","-1","137","-1","750105000","52","6279","120.0","0.39097744360902253","false"
"Udp","2","70912","110","-1","137","-1","1000679000","35","5207","148.0","0.23333333333333334","false"
"Icmp","2","70912","98","-1","-1","-1","1001118000","106","10388","98.0","0.6162790697674418","false"
"Icmp","2","70912","98","-1","-1","-1","1001123000","106","10388","98.0","0.6162790697674418","false"
"Udp","2","70912","110","-1","137","-1","749998000","53","6389","120.0","0.39849624060150374","false"
"Udp","2","70912","110","-1","137","-1","753429000","36","5317","147.0","0.24","false"
"Udp","2","70912","110","-1","137","-1","750241000","54","6499","120.0","0.40601503759398494","false"
"Icmp","2","70912","98","-1","-1","-1","1001099000","107","10486","98.0","0.622093023255814","false"
"Icmp","2","70912","98","-1","-1","-1","1001098000","107","10486","98.0","0.622093023255814","false"
"Udp","2","70912","110","-1","137","-1","751502000","37","5427","146.0","0.24666666666666667","false"
"Udp","2","70912","110","-1","137","-1","749882000","55","6609","120.0","0.41353383458646614","false"
"Icmp","2","70912","98","-1","-1","-1","1001118000","108","10584","98.0","0.627906976744186","false"
"Icmp","2","70912","98","-1","-1","-1","1001120000","108","10584","98.0","0.627906976744186","false"
"Udp","2","70912","110","-1","137","-1","752503000","38","5537","145.0","0.25333333333333335","false"
"Udp","2","70912","110","-1","137","-1","750120000","56","6719","119.0","0.42105263157894735","false"
"Udp","2","70912","110","-1","137","-1","750554000","39","5647","144.0","0.26","false"
"Icmp","2","70912","98","-1","-1","-1","1000983000","109","10682","98.0","0.6337209302325582","false"
"Icmp","2","70912","98","-1","-1","-1","1000973000","109","10682","98.0","0.6337209302325582","false"
"Udp","2","70912","110","-1","137","-1","749983000","57","6829","119.0","0.42857142857142855","false"
"Udp","2","70912","110","-1","137","-1","752449000","40","5757","143.0","0.26666666666666666","false"
"Udp","2","70912","218","-1","138","-1","750253000","58","7047","121.0","0.43609022556390975","false"
"Udp","2","70912","218","-1","138","-1","78000","59","7265","123.0","0.44360902255639095","false"
"Udp","2","70912","243","-1","138","-1","32921000","60","7508","125.0","0.45112781954887216","false"
"Udp","2","70912","248","-1","138","-1","72000","61","7756","127.0","0.45864661654135336","false"
"Icmp","2","70912","98","-1","-1","-1","1002140000","110","10780","98.0","0.6395348837209303","false"
"Icmp","2","70912","98","-1","-1","-1","1002144000","110","10780","98.0","0.6395348837209303","false"
"Udp","2","70912","110","-1","137","-1","750517000","41","5867","143.0","0.2733333333333333","false"
"Icmp","2","70912","98","-1","-1","-1","1000992000","111","10878","98.0","0.6416184971098265","false"
"Icmp","2","70912","98","-1","-1","-1","1000988000","111","10878","98.0","0.6416184971098265","false"
"Udp","2","70912","110","-1","137","-1","750485000","42","5977","142.0","0.28","false"
"Udp","2","70912","221","-1","138","-1","750585000","43","6198","144.0","0.2866666666666667","false"
"Udp","2","70912","221","-1","138","-1","113000","44","6419","145.0","0.29333333333333333","false"
"Udp","2","70912","251","-1","138","-1","384000","45","6670","148.0","0.3","false"
"Icmp","2","70912","98","-1","-1","-1","1001104000","112","10976","98.0","0.6473988439306358","false"
"Icmp","2","70912","98","-1","-1","-1","1001105000","112","10976","98.0","0.6473988439306358","false"
"Udp","2","70912","243","-1","138","-1","430279000","46","6913","150.0","0.30666666666666664","false"
"Icmp","2","70921","98","-1","-1","-1","1001152000","113","11074","98.0","0.6208791208791209","false"
"Icmp","2","70921","98","-1","-1","-1","1001159000","113","11074","98.0","0.6208791208791209","false"
"Icmp","2","70921","98","-1","-1","-1","1001096000","114","11172","98.0","0.6263736263736264","false"
"Icmp","2","70921","98","-1","-1","-1","1001092000","114","11172","98.0","0.6263736263736264","false"
"Udp","2","70921","242","-1","17500","-1","11313661000","8","2336","292.0","0.050314465408805034","false"
"Udp","2","70921","242","-1","17500","-1","2477789000","47","7155","152.0","0.29559748427672955","false"
"Icmp","2","70922","98","-1","-1","-1","1001997000","115","11270","98.0","0.6318681318681318","false"
"Icmp","2","70922","98","-1","-1","-1","1001997000","115","11270","98.0","0.6318681318681318","false"
"Icmp","2","70922","98","-1","-1","-1","1001002000","116","11368","98.0","0.6373626373626373","false"
"Icmp","2","70922","98","-1","-1","-1","1001012000","116","11368","98.0","0.6373626373626373","false"
"Icmp","2","70922","98","-1","-1","-1","1001246000","117","11466","98.0","0.6428571428571429","false"
"Icmp","2","70922","98","-1","-1","-1","1001234000","117","11466","98.0","0.6428571428571429","false"
"Icmp","2","70922","98","-1","-1","-1","1000984000","118","11564","98.0","0.6483516483516484","false"
"Icmp","2","70922","98","-1","-1","-1","1000993000","118","11564","98.0","0.6483516483516484","false"
"Icmp","2","70922","98","-1","-1","-1","1001126000","119","11662","98.0","0.6538461538461539","false"
"Icmp","2","70922","98","-1","-1","-1","1001131000","119","11662","98.0","0.6538461538461539","false"
"Icmp","2","70922","98","-1","-1","-1","1001985000","120","11760","98.0","0.6593406593406593","false"
"Icmp","2","70922","98","-1","-1","-1","1001972000","120","11760","98.0","0.6593406593406593","false"
"Udp","2","70922","342","-1","67","-1","5300423000","9","2678","297.0","0.05625","false"
"Icmp","2","70922","98","-1","-1","-1","1001099000","121","11858","98.0","0.6648351648351648","false"
"Icmp","2","70922","98","-1","-1","-1","1001090000","121","11858","98.0","0.6648351648351648","false"
"Icmp","2","70922","98","-1","-1","-1","1001011000","122","11956","98.0","0.6703296703296703","false"
"Icmp","2","70922","98","-1","-1","-1","1001020000","122","11956","98.0","0.6703296703296703","false"
"Icmp","2","70931","98","-1","-1","-1","1001209000","123","12054","98.0","0.640625","false"
"Icmp","2","70931","98","-1","-1","-1","1001236000","123","12054","98.0","0.640625","false"
"Icmp","2","70931","98","-1","-1","-1","1002107000","124","12152","98.0","0.6458333333333334","false"
"Icmp","2","70931","98","-1","-1","-1","1002098000","124","12152","98.0","0.6458333333333334","false"
"Udp","2","70931","92","-1","137","-1","15102867000","62","7848","126.0","0.40522875816993464","false"
"Icmp","2","70931","98","-1","-1","-1","1001935000","125","12250","98.0","0.6510416666666666","false"
"Icmp","2","70931","98","-1","-1","-1","1001916000","125","12250","98.0","0.6510416666666666","false"
"Udp","2","70931","92","-1","137","-1","750082000","63","7940","126.0","0.4117647058823529","false"
"Icmp","2","70932","98","-1","-1","-1","1002098000","126","12348","98.0","0.65625","false"
"Icmp","2","70932","98","-1","-1","-1","1002107000","126","12348","98.0","0.65625","false"
"Udp","2","70932","92","-1","137","-1","749994000","64","8032","125.0","0.41830065359477125","false"
"Icmp","2","70932","98","-1","-1","-1","1002178000","127","12446","98.0","0.6614583333333334","false"
"Icmp","2","70932","98","-1","-1","-1","1002181000","127","12446","98.0","0.6614583333333334","false"
"Icmp","2","70932","98","-1","-1","-1","1002196000","128","12544","98.0","0.6666666666666666","false"
"Icmp","2","70932","98","-1","-1","-1","1002188000","128","12544","98.0","0.6666666666666666","false"
"Icmp","2","70932","98","-1","-1","-1","1001860000","129","12642","98.0","0.671875","false"
"Icmp","2","70932","98","-1","-1","-1","1001863000","129","12642","98.0","0.671875","false"
"Icmp","2","70932","98","-1","-1","-1","1001124000","130","12740","98.0","0.6770833333333334","false"
"Icmp","2","70932","98","-1","-1","-1","1001116000","130","12740","98.0","0.6770833333333334","false"
"Icmp","2","70932","98","-1","-1","-1","1002197000","131","12838","98.0","0.6822916666666666","false"
"Icmp","2","70932","98","-1","-1","-1","1002213000","131","12838","98.0","0.6822916666666666","false"
"Icmp","2","70932","98","-1","-1","-1","1002329000","132","12936","98.0","0.6875","false"
"Icmp","2","70932","98","-1","-1","-1","1002319000","132","12936","98.0","0.6875","false"
"Icmp","2","70941","98","-1","-1","-1","1001708000","133","13034","98.0","0.6584158415841584","false"
"Icmp","2","70941","98","-1","-1","-1","1001717000","133","13034","98.0","0.6584158415841584","false"
"Icmp","2","70941","98","-1","-1","-1","1001986000","134","13132","98.0","0.6633663366336634","false"
"Icmp","2","70941","98","-1","-1","-1","1001981000","134","13132","98.0","0.6633663366336634","false"
"Icmp","2","70941","98","-1","-1","-1","1001115000","135","13230","98.0","0.6683168316831684","false"
"Icmp","2","70941","98","-1","-1","-1","1001113000","135","13230","98.0","0.6683168316831684","false"
"Icmp","2","70941","98","-1","-1","-1","1001125000","136","13328","98.0","0.6732673267326733","false"
"Icmp","2","70941","98","-1","-1","-1","1001125000","136","13328","98.0","0.6732673267326733","false"
"Icmp","2","70942","98","-1","-1","-1","1001116000","137","13426","98.0","0.6782178217821783","false"
"Icmp","2","70942","98","-1","-1","-1","1001115000","137","13426","98.0","0.6782178217821783","false"
"Icmp","2","70942","98","-1","-1","-1","1001012000","138","13524","98.0","0.6831683168316832","false"
"Icmp","2","70942","98","-1","-1","-1","1001004000","138","13524","98.0","0.6831683168316832","false"
"Icmp","2","70942","98","-1","-1","-1","1001979000","139","13622","98.0","0.6881188118811881","false"
"Icmp","2","70942","98","-1","-1","-1","1001994000","139","13622","98.0","0.6881188118811881","false"
"Icmp","2","70942","98","-1","-1","-1","1001109000","140","13720","98.0","0.693069306930693","false"
"Icmp","2","70942","98","-1","-1","-1","1001098000","140","13720","98.0","0.693069306930693","false"
"Icmp","2","70942","98","-1","-1","-1","1001001000","141","13818","98.0","0.698019801980198","false"
"Icmp","2","70942","98","-1","-1","-1","1001003000","141","13818","98.0","0.698019801980198","false"
"Icmp","2","70942","98","-1","-1","-1","1001114000","142","13916","98.0","0.7029702970297029","false"
"Icmp","2","70942","98","-1","-1","-1","1001122000","142","13916","98.0","0.7029702970297029","false"
"Udp","2","70942","92","-1","137","-1","16035153000","65","8124","124.0","0.3987730061349693","false"
"Icmp","2","70951","98","-1","-1","-1","1001122000","143","14014","98.0","0.6745283018867925","false"
"Icmp","2","70951","98","-1","-1","-1","1001118000","143","14014","98.0","0.6745283018867925","false"
"Udp","2","70951","251","-1","138","-1","41813402000","2","494","247.0","0.0392156862745098","false"
"Udp","2","70951","92","-1","137","-1","749994000","66","8216","124.0","0.3815028901734104","false"
"Udp","2","70951","92","-1","137","-1","750299000","67","8308","124.0","0.3872832369942196","false"
"Icmp","2","70951","98","-1","-1","-1","1001037000","144","14112","98.0","0.6792452830188679","false"
"Icmp","2","70951","98","-1","-1","-1","1001040000","144","14112","98.0","0.6792452830188679","false"
"Udp","2","70951","242","-1","17500","-1","24708948000","10","2920","292.0","0.05291005291005291","false"
"Udp","2","70951","242","-1","17500","-1","30010516000","48","7397","154.0","0.25396825396825395","false"
"Icmp","2","70951","98","-1","-1","-1","1001085000","145","14210","98.0","0.6839622641509434","false"
"Icmp","2","70952","98","-1","-1","-1","1001083000","145","14210","98.0","0.6839622641509434","false"
"Icmp","2","70952","98","-1","-1","-1","1000980000","146","14308","98.0","0.6886792452830188","false"
"Icmp","2","70952","98","-1","-1","-1","1000977000","146","14308","98.0","0.6886792452830188","false"
"Icmp","2","70952","98","-1","-1","-1","1001120000","147","14406","98.0","0.6933962264150944","false"
"Icmp","2","70952","98","-1","-1","-1","1001112000","147","14406","98.0","0.6933962264150944","false"
"Icmp","2","70952","98","-1","-1","-1","1000999000","148","14504","98.0","0.6981132075471698","false"
"Icmp","2","70952","98","-1","-1","-1","1001004000","148","14504","98.0","0.6981132075471698","false"
"Icmp","2","70952","98","-1","-1","-1","1001242000","149","14602","98.0","0.7028301886792453","false"
"Icmp","2","70952","98","-1","-1","-1","1001253000","149","14602","98.0","0.7028301886792453","false"
"Icmp","2","70952","98","-1","-1","-1","1000991000","150","14700","98.0","0.7075471698113207","false"
"Icmp","2","70952","98","-1","-1","-1","1000981000","150","14700","98.0","0.7075471698113207","false"
"Icmp","2","70952","98","-1","-1","-1","1001245000","151","14798","98.0","0.7122641509433962","false"
"Icmp","2","70952","98","-1","-1","-1","1001240000","151","14798","98.0","0.7122641509433962","false"
"Icmp","2","70952","98","-1","-1","-1","1001864000","152","14896","98.0","0.7169811320754716","false"
"Icmp","2","70952","98","-1","-1","-1","1001865000","152","14896","98.0","0.7169811320754716","false"
"Udp","2","70961","342","-1","67","-1","8282465000","11","3262","296.0","0.05527638190954774","false"
"Icmp","2","70961","98","-1","-1","-1","1002117000","153","14994","98.0","0.6891891891891891","false"
"Icmp","2","70961","98","-1","-1","-1","1002121000","153","14994","98.0","0.6891891891891891","false"
"Udp","2","70961","175","-1","1900","-1","54659451000","54","9302","172.0","0.2465753424657534","false"
"Icmp","2","70961","98","-1","-1","-1","1001995000","154","15092","98.0","0.6936936936936937","false"
"Icmp","2","70961","98","-1","-1","-1","1001993000","154","15092","98.0","0.6936936936936937","false"
"Icmp","2","70961","98","-1","-1","-1","1001256000","155","15190","98.0","0.6981981981981982","false"
"Icmp","2","70962","98","-1","-1","-1","1001256000","155","15190","98.0","0.6981981981981982","false"
"Udp","2","70962","175","-1","1900","-1","2999525000","55","9477","172.0","0.25","false"
"Icmp","2","70962","98","-1","-1","-1","1001076000","156","15288","98.0","0.7027027027027027","false"
"Icmp","2","70962","98","-1","-1","-1","1001064000","156","15288","98.0","0.7027027027027027","false"
"Udp","2","70962","342","-1","67","-1","4007582000","12","3604","300.0","0.06030150753768844","false"
"Icmp","2","70962","98","-1","-1","-1","1001007000","157","15386","98.0","0.7072072072072072","false"
"Icmp","2","70962","98","-1","-1","-1","1001005000","157","15386","98.0","0.7072072072072072","false"
"Icmp","2","70962","98","-1","-1","-1","1002889000","158","15484","98.0","0.7117117117117117","false"
"Icmp","2","70962","98","-1","-1","-1","1002914000","158","15484","98.0","0.7117117117117117","false"
"Udp","2","70962","175","-1","1900","-1","2999999000","56","9652","172.0","0.2545454545454545","false"
"Icmp","2","70962","98","-1","-1","-1","1001221000","159","15582","98.0","0.7162162162162162","false"
"Icmp","2","70962","98","-1","-1","-1","1001196000","159","15582","98.0","0.7162162162162162","false"
"Icmp","2","70962","98","-1","-1","-1","1001009000","160","15680","98.0","0.7207207207207207","false"
"Icmp","2","70962","98","-1","-1","-1","1001019000","160","15680","98.0","0.7207207207207207","false"
"Icmp","2","70962","98","-1","-1","-1","1001126000","161","15778","98.0","0.7252252252252253","false"
"Icmp","2","70962","98","-1","-1","-1","1001132000","161","15778","98.0","0.7252252252252253","false"
"Udp","2","70962","175","-1","1900","-1","3002574000","57","9827","172.0","0.2590909090909091","false"
"Icmp","2","70962","98","-1","-1","-1","1001121000","162","15876","98.0","0.7297297297297297","false"
"Icmp","2","70962","98","-1","-1","-1","1001127000","162","15876","98.0","0.7297297297297297","false"
"Icmp","2","70971","98","-1","-1","-1","1002003000","163","15974","98.0","0.7025862068965517","false"
"Icmp","2","70971","98","-1","-1","-1","1001999000","163","15974","98.0","0.7025862068965517","false"
"Icmp","2","70971","98","-1","-1","-1","1001122000","164","16072","98.0","0.7068965517241379","false"
"Icmp","2","70971","98","-1","-1","-1","1001123000","164","16072","98.0","0.7068965517241379","false"
"Udp","2","70971","175","-1","1900","-1","2999740000","58","10002","172.0","0.25327510917030566","false"
"Icmp","2","70971","98","-1","-1","-1","1001075000","165","16170","98.0","0.7112068965517241","false"
"Icmp","2","70971","98","-1","-1","-1","1001064000","165","16170","98.0","0.7112068965517241","false"
"Udp","2","70971","342","-1","67","-1","8993353000","13","3946","303.0","0.06220095693779904","false"
"Icmp","2","70971","98","-1","-1","-1","1002006000","166","16268","98.0","0.7155172413793104","false"
"Icmp","2","70971","98","-1","-1","-1","1002011000","166","16268","98.0","0.7155172413793104","false"
"Icmp","2","70972","98","-1","-1","-1","1001150000","167","16366","98.0","0.7198275862068966","false"
"Icmp","2","70972","98","-1","-1","-1","1001150000","167","16366","98.0","0.7198275862068966","false"
"Udp","2","70972","175","-1","1900","-1","3000011000","59","10177","172.0","0.2565217391304348","false"
"Icmp","2","70972","98","-1","-1","-1","1000964000","168","16464","98.0","0.7241379310344828","false"
"Icmp","2","70972","98","-1","-1","-1","1000954000","168","16464","98.0","0.7241379310344828","false"
"Icmp","2","70972","98","-1","-1","-1","1002141000","169","16562","98.0","0.728448275862069","false"
"Icmp","2","70972","98","-1","-1","-1","1002153000","169","16562","98.0","0.728448275862069","false"
"Udp","2","70972","248","-1","138","-1","25864908000","68","8556","125.0","0.35233160621761656","false"
"Icmp","2","70972","98","-1","-1","-1","1001110000","170","16660","98.0","0.7327586206896551","false"
"Icmp","2","70972","98","-1","-1","-1","1001108000","170","16660","98.0","0.7327586206896551","false"
"Icmp","2","70972","98","-1","-1","-1","1000993000","171","16758","98.0","0.7370689655172413","false"
"Icmp","2","70972","98","-1","-1","-1","1000995000","171","16758","98.0","0.7370689655172413","false"
"Udp","2","70972","251","-1","138","-1","27081882000","49","7648","156.0","0.23333333333333334","false"
"Icmp","2","70972","98","-1","-1","-1","1001132000","172","16856","98.0","0.7413793103448276","false"
"Icmp","2","70972","98","-1","-1","-1","1001124000","172","16856","98.0","0.7413793103448276","false"
"Icmp","2","70981","98","-1","-1","-1","1001241000","173","16954","98.0","0.7148760330578512","false"
"Icmp","2","70981","98","-1","-1","-1","1001249000","173","16954","98.0","0.7148760330578512","false"
"Icmp","2","70981","98","-1","-1","-1","1000875000","174","17052","98.0","0.71900826446281","false"
"Icmp","2","70981","98","-1","-1","-1","1000873000","174","17052","98.0","0.71900826446281","false"
"Udp","2","70981","242","-1","17500","-1","8728642000","14","4188","299.0","0.0639269406392694","false"
"Udp","2","70981","242","-1","17500","-1","2929667000","50","7890","157.0","0.228310502283105","false"
"Icmp","2","70981","98","-1","-1","-1","1002121000","175","17150","98.0","0.7231404958677686","false"
"Icmp","2","70981","98","-1","-1","-1","1002132000","175","17150","98.0","0.7231404958677686","false"
"Icmp","2","70981","98","-1","-1","-1","1001102000","176","17248","98.0","0.7272727272727273","false"
"Icmp","2","70981","98","-1","-1","-1","1001089000","176","17248","98.0","0.7272727272727273","false"
"Udp","2","70981","64","-1","5355","-1","73769440000","29","1903","65.0","0.3020833333333333","false"
"Udp","2","70982","64","-1","5355","-1","100125000","30","1967","65.0","0.3125","false"
"Icmp","2","70982","98","-1","-1","-1","1001118000","177","17346","98.0","0.731404958677686","false"
"Icmp","2","70982","98","-1","-1","-1","1001120000","177","17346","98.0","0.731404958677686","false"
"Udp","2","70982","92","-1","137","-1","748961000","70","8740","124.0","0.3448275862068966","false"
"Udp","2","70982","92","-1","137","-1","748961000","70","8740","124.0","0.3448275862068966","false"
"Icmp","2","70982","98","-1","-1","-1","1001879000","178","17444","98.0","0.7355371900826446","false"
"Icmp","2","70982","98","-1","-1","-1","1001886000","178","17444","98.0","0.7355371900826446","false"
"Udp","2","70982","92","-1","137","-1","750124000","71","8832","124.0","0.3497536945812808","false"
